"PDRB_2016","PDRB_2017","PDRB_2018","PDRB_2019","PDRB_2020","PDRB_2021","PDRB_2022","PDRB_2023","PDRB_2024","PDRB_2025","PDRB_2026","PDRB_2027","PDRB_2028","PDRB_2029","PDRB_2030"
69544617.9352862,73021972.6018146,76673194.9999367,80506978.5188107,84533821.141466,88762396.9328198,93202401.5104023,97864406.3200375,102759511.370008,107899371.671141,113296224.98755,118962920.972252,124912951.751891,131160484.072285,137718926.794872
3166304.5521155,3324623.00572052,3490857.38490016,3665403.48116659,3848713.70190948,4041198.53111395,4243307.59607687,4455522.11934617,4678347.36625367,4912313.87730146,5157978.71329726,5415926.78514337,5686772.27101683,5971160.02517777,6269727.75639438
95536834.1006018,100313837.661894,105329691.406837,110596337.834225,116127820.77334,121936676.60005,128035975.211994,134440238.754853,141164715.476494,148225416.035628,155639151.62455,163423573.98911,171597217.47099,180179543.126282,189189375.159043
9196571.6590566,9656415.71777738,10139251.9798112,10646230.0571283,11178703.3770946,11737874.2261597,12325003.6184686,12941489.4801001,13588799.6351078,14268475.2973643,14982134.7437245,15731477.1636153,16518286.7012883,17344436.7161019,18211737.6114269
6646269.92547648,6978641.97745267,7327632.63574294,7694072.82070805,8079651.72585471,8484526.01077734,8909644.00300808,9356017.89852684,9824710.48414951,10316837.7057438,10833571.2841446,11376141.5417865,11945840.3101781,12544024.0209124,13171242.8067498
16658034.6284747,17491126.1942906,18365872.3382477,19284355.790439,20251255.1184093,21266708.6740596,22332934.9056549,23452472.4464106,24627986.8682704,25862277.0131406,27158281.663553,28519086.5458622,29947931.671405,31448219.056042,33020853.9765699
38753932.8353985,40692599.4185105,42728199.3253175,44865579.2277473,47118074.8986981,49488748.7692796,51977956.3349867,54591624.2770881,57335975.6187935,60217544.5280533,63243191.8823147,66420121.6030147,69755897.8083933,73258462.8265817,76927329.7067052
20382194.1113236,21401686.2267099,22472152.9438952,23596142.9997262,24781544.1288427,26026444.6206502,27333590.1371305,28706092.9321063,30147220.8715059,31660405.200408,33249248.7503092,34917534.4751744,36669234.4853517,38508519.5002748,40434190.9019212
12158560.6848797,12767153.7120884,13406176.3964579,14077150.208515,14791102.4328194,15540784.0423034,16327949.7315985,17154473.7098215,18022323.8865341,18933566.5683986,19890371.388133,20895016.4456769,21949893.7580476,23057514.9348875,24210424.6952309
18832771.9068758,19774613.9590375,20763548.1173402,21801928.9816137,22895104.397817,24042957.8645971,25248204.0054462,26513712.4545622,27842496.3255647,29237719.3884298,30702703.6036477,32240937.0342974,33856082.1302991,35551984.4874779,37329604.3415729
154128611.871644,161838436.790941,169933752.953498,178433834.926815,187406929.133324,196828964.078104,206722100.765737,217109894.287461,228017077.487158,239469619.848343,251494789.325791,264121217.279347,277378966.626958,291299603.44276,305864889.742374
63794767.0759529,66984915.7013739,70334571.757182,73851710.6187048,77549087.518778,81432789.4900872,85510676.566262,89792457.9924281,94288328.4875957,99008992.5118763,103965689.733324,109170221.820707,114634980.509163,120372977.130824,126393184.567278
135442730.174978,142215042.605771,149325970.662879,156792445.123261,164634387.882712,172868786.275063,181514904.578512,190593328.803592,200125674.235906,210134636.93908,220644047.775924,231678929.15811,243265554.610241,255431511.332755,268203470.57871
3679244.92965997,3863227.41924558,4056409.03262917,4259249.73104036,4472512.8213541,4696446.73905344,4931577.35467862,5178464.4992804,5437696.00249491,5709889.07970093,5995691.81461576,6295784.68338055,6610882.19373862,6941734.58182638,7288829.52590981
7563304.03874129,7941530.96938332,8338669.25217347,8755664.44321292,9193902.94856029,9654538.12745392,10138205.0576007,10646055.3387188,11179298.1347282,11739203.0720966,12327103.2539005,12944398.4462164,13592558.3964246,14273126.3411547,14987301.4741022
2360332.20931058,2478348.93024754,2602266.48631618,2732379.9201901,2869000.43017365,3012452.12624939,3163076.40691361,3321231.90107634,3487295.17037918,3661661.6023397,3844746.35691041,4036985.34825272,4238836.29066266,4450779.77879346,4673318.93909524
10602281.1184504,11132413.7757027,11689053.0749802,12273524.3267517,12887416.5070974,13532070.6514706,14208957.4934553,14919688.6957991,15665956.446741,16449537.5886279,17272297.7798964,18136195.9907551,19043289.1136403,19995736.8826056,20995595.8258019
1235608.23168658,1297405.98397972,1362293.61898904,1430425.63650985,1502061.85344611,1577428.95693852,1656564.40518148,1739656.63258396,1826903.46875042,1918512.64781878,2014702.29291035,2115701.40608442,2221750.48392225,2333102.01298068,2449916.65881898
143581577.914,150772524.539271,158323018.497687,166251037.153895,174744227.04308,183662159.233924,193025988.027558,202858008.266138,213181629.514959,224021431.825138,235403224.250768,247354106.301226,259902532.449449,273078379.90767,286732387.52054
34271936.7640953,35985848.6705469,37785456.1679242,39675044.0463877,41662693.2908801,43750625.7439156,45942954.8246413,48244900.3570448,50661943.1594262,53199838.1115893,55864627.8022224,58662656.9831254,61600587.6183822,64685414.7894162,67920649.5789127
208198883.215919,218610447.979596,229542590.991568,241021341.143254,253094860.052576,265774281.491787,279087674.007002,293066736.15103,307744751.402516,323156667.412767,339339179.228486,356330816.629562,374172035.9024,392905316.139139,412552965.034841
1033421.07132904,1085098.05745047,1139358.89266532,1196332.76881975,1256229.93734049,1319131.76468135,1385178.67981396,1454527.94031833,1527344.66552715,1603802.22783157,1684082.66428054,1768377.1256534,1856886.30926415,1949820.9549954,2047322.48682904
76793236.799536,80633025.971983,84664804.6005948,88898172.1648091,93344619.7596685,98013789.7447349,102916418.227642,108064178.134811,113469326.036692,119144731.334084,125103906.899682,131361041.239892,137931032.296568,144829522.906835,152071427.17774
223445.103325982,234619.274372405,246352.15051711,258671.669283658,271629.74645681,285240.361469481,299531.507189919,314537.21122191,330293.201754674,346836.992247838,364207.970477127,382447.497769297,401598.999920322,421708.07897054,442798.445512711
1315.3395762853,1381.13548310471,1450.21891454701,1522.75629105364,1599.06386832794,1679.43914813096,1763.83341768387,1852.44899022807,1945.49806470504,2043.19414630738,2145.77525825907,2253.49087263485,2366.58886398437,2485.33880459592,2609.87635137264
8939901.01241587,9386914.51824407,9856278.70443202,10349111.0987159,10866788.7524689,11410409.2777531,11981210.8248816,12580552.4511373,13209861.1633784,13870635.3083221,14564448.159019,15292951.650931,16057880.3186859,16861055.4203737,17704171.3228867
3412886.0593719,3583550.67258601,3762748.51497265,3950906.25090087,4148706.26942401,4356450.8473505,4574582.65602038,4803621.05542819,5044111.37703888,5296626.21503523,5561766.79190331,5840164.39629273,6132481.88130653,6439415.2453804,6761444.39727216
6642376.27457022,6974543.5118045,7323319.11601414,7689533.49938043,8074659.99403343,8479130.41368581,8903824.3534737,9349752.99283163,9817978.05926752,10309614.3808663,10825832.5253726,11367861.5660166,11936992.0645226,12534579.0890324,13161401.7962129
33605751.395228,35286111.3239602,37050489.2473907,38903086.0655573,40848823.9593813,42892367.0321969,45038087.2629436,47291093.5010629,49656750.0554943,52140689.4350889,54748825.7833703,57487368.9490651,60362839.2744294,63382083.1133608,66551741.9850334
41939698.6063625,44036744.7614333,46238643.2383272,48550636.6259607,50978492.2978985,53528349.3463405,56205699.2404829,59016916.6442872,61968694.906748,65068062.0785405,68322397.6219235,71739449.9305059,75327354.8599003,79094655.03554,83050039.1555725
31829409.1227609,33420960.4552317,35092089.3524824,36846774.6970721,38690052.6515273,40625786.8422008,42658307.75075,44792454.7006924,47033308.999109,49386206.0162251,51856747.8827779,54450816.8380582,57174589.2428299,60034550.2670401,63036590.6690311
3357719.90169276,3525616.87105073,3701908.6841113,3887015.09680641,4081508.03908301,4285750.53318768,4500205.16053349,4725382.5178136,4961818.73524277,5210076.77307339,5470747.70625924,5744452.1826803,6031841.89483435,6333601.08139469,6650307.7980814
4992497.81751907,5242148.78686481,5504282.30310533,5779522.49990768,6068779.17788467,6372615.26729399,6691643.15511814,7026622.44639352,7378350.69948694,7747665.36189456,8135445.76022142,8542615.17575287,8970143.06532395,9419047.34954754,9890124.48375965
552516.256462093,580151.001840914,609167.479391616,639634.783419888,671699.43509242,705420.371481397,740827.364848326,778004.701047999,817040.905778764,858028.91577935,901066.330921402,946255.619664568,993704.370772284,1043525.55574156,1095758.6197456
14970254.1764,15718797.7178514,16504768.4287246,17330037.6670937,18196807.1070769,19107116.8610876,20062942.0991839,21066558.6060066,22120355.9421651,23226843.1353119,24388654.698398,25608556.826147,26889454.0759729,28234396.1771056,29646332.0198905
6623796.83615701,6955022.46829979,7302809.37259262,7667985.63308791,8051802.40381184,8454937.47886391,8878229.30137016,9322685.72414755,9789364.95754031,10279378.1638593,10793892.0258179,11334131.5798092,11901383.1058662,12496997.2160569,13121983.4973521
38373756.4099491,40292452.3611606,42307083.1137772,44422445.4079143,46643672.6140736,48975980.1341952,51424903.0311906,53996272.0685993,56696209.5568523,59531143.9247611,62507825.0068272,65633340.14003,68915131.0380364,72361011.4764001,75979082.3340164
40473705.1797423,42497394.8009393,44622268.9092332,46853386.71725,49196109.8018917,51655981.723782,54238847.2327021,56950856.0248107,59798465.2504804,62788454.9438092,65927944.1164437,69224407.7510112,72685694.5673508,76320045.7221586,80136061.5729311
11098213.2932701,11653126.9358169,12235786.2624021,12847578.5538845,13489996.0622556,14164541.2273587,14872813.6545488,15616499.7016735,16397370.0518631,17217283.921966,18078193.4822031,18982148.5211822,19931301.3130737,20927911.7450191,21974314.5931505
28802190.3263961,30251975.1547289,31774249.2158121,33372636.9925423,35051169.9880549,36951063.3105558,38945951.3060295,41040583.6955817,43239947.7043273,45549279.9130785,47974078.7300172,50520117.4940381,53193458.1954852,56000465.9269757,58947582.3385761
16511.8663611,17337.4605186,18204.3329849,19114.5487947,20070.2737161,21073.7910395,22127.4791924,23233.8509135,24395.5476564,25615.3228007,26896.0864224,28240.8941013,29652.9357284,31135.5858726,32692.3646066
