"PDRB_2016","PDRB_2017","PDRB_2018","PDRB_2019","PDRB_2020","PDRB_2021","PDRB_2022","PDRB_2023","PDRB_2024","PDRB_2025","PDRB_2026","PDRB_2027","PDRB_2028","PDRB_2029","PDRB_2030"
9196573.7569509,9656421.52909989,10139261.6901806,10646243.8614909,11178721.480092,11737896.8428376,12325030.974458,12941521.8123339,13588837.1924665,14268518.3410326,14982183.5480861,15731532.0167006,16518347.9054087,17344504.5889511,18211812.4863307
6646272.47685936,6978649.04498447,7327644.44512425,7694089.60913674,8079673.7420922,8484553.51636805,8909677.27242434,9356057.21999974,9824756.16007893,10316890.0539828,10833630.6384872,11376208.2522707,11945914.7447386,12544106.5657347,13171333.8672724
16658041.9792927,17491146.5573783,18365906.3647837,19284404.1627856,20251318.5538067,21266787.9261043,22333030.7653529,23452585.7426156,24628118.4740076,25862427.8432541,27158452.6804716,28519278.7585988,29948146.1383114,31448456.8903834,33021116.347302
38754088.7371985,40693031.2698439,42728920.9235943,44866605.0598905,47119420.175029,49490429.4640915,51979989.2189589,54594026.9583645,57338766.5870874,60220743.1979002,63246818.6417774,66424197.8532582,69760446.0246789,73263506.6070499,76932893.8303078
20382204.4528104,21401714.8753524,22472200.8150624,23596211.0550165,24781633.3752439,26026556.1195853,27333725.0015008,28706252.3284279,30147406.0265582,31660617.4023536,33249489.3540893,34917804.8972722,36669536.2187233,38508854.1094882,40434560.0317104
12158563.4037877,12767161.245633,13406188.9844432,14077168.1047367,14791125.900663,15540813.361851,16327985.1955546,17154515.6256043,18022372.5749101,18933622.3691035,19890434.6587965,20895087.557396,21949973.1035966,23057602.9259524,24210521.7634454
18832772.6511215,19774616.0210255,20763551.5630792,21801933.8808668,22895110.8218137,24042965.8904311,25248213.7134485,26513723.9287731,27842509.6535824,29237734.6635003,30702720.9234816,32240956.5010496,33856103.8504984,35552008.5747403,37329630.9135551
154128625.090453,161838473.402338,169933814.147755,178433921.95348,187407043.225358,196829106.617997,206722273.18911,217110098.081328,228017314.204536,239469891.151118,251495096.936367,264121563.046629,277379352.393082,291300031.267724,305865361.695036
63794806.4613947,66985024.8011289,70334754.0577586,73851969.7623462,77549427.3732925,81433214.0739107,85511190.1454855,89793064.9948613,94289033.5759857,99009800.6142169,103966605.99126,109171251.613618,114636129.568808,120374251.360435,126394590.2823
135442749.197264,142215095.382214,149326058.819487,156792570.445623,164634552.193178,172868991.594299,181515152.907745,190593622.305337,200126015.214805,210135027.709034,220644490.835512,231679427.146186,243266110.212961,255432127.508691,268204150.264753
3679245.17566316,3863228.10083286,4056410.17150928,4259251.35006871,4472514.94450299,4696449.39160629,4931580.56314183,5178468.29139071,5437700.40740543,5709894.1280975,5995697.53873507,6295791.1168863,6610889.37206789,6941742.54230898,7288838.30756719
7563319.85017465,7941574.76725122,8338742.43582675,8755768.48182359,9194039.38487366,9654708.5814287,10138411.2302779,10646299.0158255,11179581.1914323,11739527.4775382,12327471.0756003,12944811.8549657,13593019.6711487,14273637.8756272,14987865.7811507
2360332.29501228,2478349.16764179,2602266.88298749,2732380.48410266,2869001.16968901,3012453.0501479,3163077.52441432,3321233.22185923,3487296.70460865,3661663.36068779,3844748.35058365,4036987.58901701,4238838.79085892,4450782.55140791,4673321.99773502
10602282.883572,11132418.6660085,11689061.2461306,12273535.9429331,12887431.740167,13532089.6830243,14208980.5129588,14919715.9027012,15665988.0508686,16449573.8092735,17272338.8480346,18136242.1489975,19043340.6157725,19995793.9966731,20995658.8314961
1235611.86212272,1297416.04034145,1362310.42257738,1430449.52465644,1502093.18038299,1577468.09462958,1656611.74416107,1739712.58288633,1826968.4609617,1918587.13402422,2014786.74784343,2115796.32819285,2221856.39645894,2333219.46556436,2450046.22841645
143581585.285111,150772544.994526,158323052.668711,166251085.749042,174744290.746816,183662238.82966,193026084.310413,202858122.082744,213181761.696655,224021583.318761,235403396.05749,247354299.381769,259902747.897672,273078618.834669,286732651.085619
34272027.611526,35986100.3214558,37785876.6622448,39675641.8279468,41663477.2202376,43751605.1302346,45944139.4409375,48246300.4626167,50663569.5310841,53201702.061541,55866741.2121424,58665032.3232424,61603237.9849117,64688353.9359258,67923891.943427
208198959.750991,218610660.033775,229542945.339989,241021844.966706,253095520.723393,265775106.910861,279088672.376683,293067916.098899,307746122.05367,323158238.247795,339340960.327588,356332818.44538,374174269.486996,392907793.127034,412555697.537039
1033421.36505908,1085098.87116455,1139360.25239181,1196334.70182538,1256232.472209,1319134.93160835,1385182.51040208,1454532.46768482,1527349.92450555,1603808.25503877,1684089.49819524,1768384.80652048,1856894.87943361,1949830.45895499,2047332.9712812
76793252.2952722,80633068.8967618,84664876.3128158,88898274.1518715,93344753.5122156,98013956.8106248,102916620.287302,108064416.937035,113469603.441407,119145049.2631,125104267.394181,131361446.393329,137931484.375165,144830024.264338,152071980.270141
223445.27914934,234619.761424597,246352.964368234,258672.826274012,271631.26371687,285242.257036546,299533.799976718,314539.921070918,330296.349530302,346840.599841563,364212.060900133,382452.095153812,401604.129596309,421713.767570004,442804.720978996
1315.44771707444,1381.43503320153,1450.71944442881,1523.46784976541,1599.997007088,1680.60494622939,1765.24350781337,1854.11558711187,1947.43399376487,2045.41287395146,2148.29092460168,2256.31832454684,2369.74369074742,2488.83737503561,2613.73585255103
8939902.9234201,9386919.81193756,9856287.55002658,10349123.6736913,10866805.2431986,11410429.8801846,11981235.7446499,12580581.9038733,13209895.3758426,13870674.5184985,14564492.616923,15293001.6188779,16057936.0720047,16861117.2484277,17704239.5294916
3412889.0270439,3583558.89326197,3762762.25131338,3950925.77869556,4148731.87815022,4356482.84108287,4574621.3540775,4803666.79280513,5044164.50590536,5296687.10488516,5561835.83094733,5840241.9919207,6132568.46109079,6439511.25883276,6761550.31597954
6642378.67219398,6974550.1535222,7323330.21408588,7689549.27676398,8074680.68432439,8479156.26268661,8903855.61921276,9349789.94587901,9818020.98413377,10309663.576112,10825888.3048008,11367924.258757,11937062.0156681,12534656.662276,13161487.372231
33605763.8702997,35286145.8802824,37050546.9890273,38903168.1518472,40848931.6072474,42892501.5199486,45038249.9325601,47291285.7614286,49656973.3863581,52140945.3898481,54749115.9934694,57487695.1523538,60363203.2387767,63382486.7224152,66552187.2364882
41939713.626892,44036786.3684503,46238712.761148,48550735.4604975,50978621.9095566,53528511.2740279,56205895.0999646,59017148.1321214,61968963.8044384,65068370.2565126,68322747.0443557,71739842.6614876,75327793.0585101,79095140.9825806,83050575.2331499
31829424.0440548,33421001.7892117,35092158.4201646,36846872.8838952,38690181.4140806,40625947.7096457,42658502.3280964,44792684.671268,47033576.1358443,49386512.1750189,51857095.0157992,54451206.99573,57175024.5717585,60035033.0290044,63037123.2348357
3357722.40483965,3525623.8048508,3701920.2700881,3887031.56763578,4081529.63889752,4285777.51847984,4500237.8005774,4725421.0953035,4961863.54709683,5210128.13097963,5470805.93760209,5744517.63110778,6031914.92104526,6333682.06451222,6650397.13578792
4992502.79371404,5242162.57112182,5504305.33584162,5779555.24361071,6068822.11800116,6372668.91359103,6691708.04299704,7026699.13771359,7378439.78466934,7747767.46051948,8135561.5231237,8542745.28609823,8970288.24024911,9419208.34256096,9890302.08571525
552518.981412138,580158.550000631,609180.091912386,639652.713545573,671722.948661701,705449.747678202,740862.896808212,778046.696535984,817089.68799477,858084.824049987,901129.72159245,946326.866812967,993783.867209761,1043613.71398077,1095855.8728506
14970259.5096122,15718812.4911733,16504793.1141736,17330072.7602792,18196853.1281821,19107174.3567208,20063011.6430293,21066640.8002532,22120451.4195708,23226952.5598794,24388778.767716,25608696.2723139,26889609.6676895,28234568.7218456,29646522.3652504
6623801.53365897,6955035.48063558,7302831.11548897,7668016.54351567,8051842.93964787,8454988.12132119,8878290.55592114,9322758.12115516,9789449.054408,10279474.5454626,10794001.3067261,11334254.4045639,11901520.1513816,12497149.1940563,13122151.1539159
38373757.0893521,40292454.2432094,42307086.2585389,44422449.8787367,46643678.4771356,48975987.4589455,51424911.8907698,53996282.5396763,56696221.7202161,59531157.8649066,62507840.8127258,65633357.9049583,68915150.8466443,72361033.4450611,75979106.5573919
40473705.5367499,42497395.7898949,44622270.5617268,46853389.0664693,49196112.8826482,51655985.5726618,54238851.8881227,56950861.5270656,59798471.6419491,62788462.2689328,65927952.4219259,69224417.1126618,72685704.9629108,76320057.2927879,80136074.3150757
11098213.500356,11653127.5094606,12235787.2209436,12847579.9165666,13489997.8492717,14164543.459934,14872816.354965,15616502.8932992,16397373.7592853,17217288.1709558,18078198.29985,18982153.9359728,19931307.3547165,20927918.4450064,21974321.9843111
28805366.0922497,30260772.0263064,31788948.2525448,33393533.2870044,35078573.4184539,36985299.2361006,38987361.3375694,41089526.5506087,43296800.0204186,45614437.1618984,48047956.1580369,50603151.1128519,53286105.8054733,56103208.2391412,59060924.0867872
16511.8663611,17337.4605186,18204.3329849,19114.5487947,20070.2737161,21073.7910395,22127.4791924,23233.8509135,24395.5476564,25615.3228007,26896.0864224,28240.8941013,29652.9357284,31135.5858726,32692.3646066
