y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030
47776046.89,48731567.83,49706199.19,50700323.17,51714329.63,52748616.23,53803588.55,54879660.32,55977253.53,57096798.60,58238734.57,59403509.26,60591579.45,61803411.04,63039479.26,64300268.84
286123635.60,291846108.30,297683030.50,303636691.10,309709424.90,315903613.40,322221685.70,328666119.40,335239441.80,341944230.70,348783115.30,355758777.60,362873953.10,370131432.20,377534060.80,385084742.00
2744958.57,2799857.74,2855854.90,2912972.00,2971231.44,3030656.06,3091269.19,3153094.57,3216156.46,3280479.59,3346089.18,3413010.96,3481271.18,3550896.61,3621914.54,3694352.83
142101898.70,144943936.70,147842815.40,150799671.80,153815665.20,156891978.50,160029818.10,163230414.40,166495022.70,169824923.20,173221421.60,176685850.10,180219567.10,183823958.40,187500437.60,191250446.30
637673.25,650426.71,663435.24,676703.95,690238.03,704042.79,718123.65,732486.12,747135.84,762078.56,777320.13,792866.53,808723.86,824898.34,841396.31,858224.23
2759.93,2815.13,2871.43,2928.86,2987.44,3047.19,3108.13,3170.29,3233.70,3298.37,3364.34,3431.63,3500.26,3570.26,3641.67,3714.50
24375798.36,24863314.33,25360580.62,25867792.23,26385148.07,26912851.04,27451108.06,28000130.22,28560132.82,29131335.48,29713962.19,30308241.43,30914406.26,31532694.39,32163348.27,32806615.24
5581616.52,5693248.86,5807113.83,5923256.11,6041721.23,6162555.66,6285806.77,6411522.90,6539753.36,6670548.43,6803959.40,6940038.59,7078839.36,7220416.15,7364824.47,7512120.96
10487757.47,10697512.61,10911462.87,11129692.12,11352285.97,11579331.69,11810918.32,12047136.69,12288079.42,12533841.01,12784517.83,13040208.19,13301012.35,13567032.60,13838373.25,14115140.71
65617528.00,66929878.56,68268476.13,69633845.65,71026522.56,72447053.02,73895994.08,75373913.96,76881392.24,78419020.08,79987400.48,81587148.49,83218891.46,84883269.29,86580934.68,88312553.37
62809505.72,64065695.83,65347009.75,66653949.95,67987028.95,69346769.52,70733704.91,72148379.01,73591346.59,75063173.53,76564437.00,78095725.74,79657640.25,81250793.06,82875808.92,84533325.09
37359451.75,38106640.79,38868773.60,39646149.07,40439072.05,41247853.50,42072810.57,42914266.78,43772552.11,44648003.15,45540963.22,46451782.48,47380818.13,48328434.49,49295003.18,50280903.25
4837446.25,4934195.17,5032879.07,5133536.66,5236207.39,5340931.54,5447750.17,5556705.17,5667839.27,5781196.06,5896819.98,6014756.38,6135051.51,6257752.54,6382907.59,6510565.74
7152569.56,7295620.95,7441533.37,7590364.03,7742171.31,7897014.74,8054955.04,8216054.14,8380375.22,8547982.72,8718942.38,8893321.23,9071187.65,9252611.40,9437663.63,9626416.90
852374.91,869422.41,886810.86,904547.07,922638.02,941090.78,959912.59,979110.84,998693.06,1018666.92,1039040.26,1059821.07,1081017.49,1102637.84,1124690.59,1147184.41
19127223.08,19509767.54,19899962.89,20297962.15,20703921.40,21117999.82,21540359.82,21971167.02,22410590.36,22858802.16,23315978.21,23782297.77,24257943.73,24743102.60,25237964.65,25742723.95
9939815.80,10138612.12,10341384.36,10548212.05,10759176.29,10974359.81,11193847.01,11417723.95,11646078.43,11879000.00,12116580.00,12358911.60,12606089.83,12858211.63,13115375.86,13377683.38
58870931.87,60048350.51,61249317.52,62474303.87,63723789.95,64998265.75,66298231.06,67624195.68,68976679.60,70356213.19,71763337.45,73198604.20,74662576.28,76155827.81,77678944.37,79232523.25
66781904.54,68117542.63,69479893.48,70869491.35,72286881.17,73732618.80,75207271.17,76711416.60,78245644.93,79810557.83,81406768.98,83034904.36,84695602.45,86389514.50,88117304.79,89879650.89
23733682.07,24208355.71,24692522.82,25186373.28,25690100.74,26203902.76,26727980.81,27262540.43,27807791.24,28363947.06,28931226.00,29509850.52,30100047.54,30702048.49,31316089.46,31942411.24
48430665.62,49399278.93,50387264.51,51395009.80,52422909.99,53471368.19,54540795.56,55631611.47,56744243.70,57879128.57,59036711.14,60217445.37,61421794.27,62650230.16,63903234.76,65181299.46
28099.97,28661.97,29235.21,29819.91,30416.31,31024.64,31645.13,32278.03,32923.59,33582.07,34253.71,34938.78,35637.56,36350.31,37077.31,37818.86
