Sektor,Kategori,Hutan lahan kering primer,Hutan lahan kering sekunder / bekas tebangan,Hutan rawa primer,Hutan rawa sekunder,Hutan mangrove primer,Hutan mangrove sekunder,Hutan tanaman,Perkebunan,Semak belukar,Semak belukar rawa,Savanna / Padang rumput,Pertanian lahan kering,Pertanian lahan kering  campur semak / kebun campur,Sawah,Tambak,Pemukiman,Transmigrasi,Lahan terbuka,Pertambangan,Tubuh air,Rawa,Awan,Bandara,Total Kebutuhan Lahan (ha),LPC,LRC
Industri Logam Dasar,Industri Pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,3726.130834,0.000268375
Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik,Industri Pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,27102.75315,3.69E-05
Industri Mesin dan Perlengkapan YTDL,Industri Pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,10509.76109,9.51E-05
Industri Alat Angkutan,Industri Pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,18665.89783,5.36E-05
Industri Furnitur,Industri Pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,728.8163377,0.001372088
Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan,Industri Pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,1094.500088,0.000913659
Ketenagalistrikan,Pengadaan Listrik Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,2613.48588,0.000382631
Pengadaan Gas dan Produksi Es,Pengadaan Listrik Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,1050.386114,0.000952031
Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang,Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,95.18498141,0.010505859
Konstruksi,Konstruksi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,36995.02802,2.70E-05
Perdagangan Mobil Sepeda Motor dan Reparasinya,Perdagangan Besar dan Eceran Reparasi Mobil dan Sepeda Motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,1712.901767,0.000583805
Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor,Perdagangan Besar dan Eceran Reparasi Mobil dan Sepeda Motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,19262.94271,5.19E-05
Angkutan Rel,Transportasi dan Pergudangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,179.9085277,0.00555838
Angkutan Darat,Transportasi dan Pergudangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,11094.39077,9.01E-05
Angkutan Laut,Transportasi dan Pergudangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,15.96206173,0.062648549
Angkutan Sungai Danau dan Penyeberangan,Transportasi dan Pergudangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,0.005560867,179.8280591
Angkutan Udara,Transportasi dan Pergudangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,402,8270.613323,1611.362035,0.000620593
Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir,Transportasi dan Pergudangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,211.1594618,0.004735757
Penyediaan Akomodasi,Penyediaan Akomodasi dan Makan Minum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,670.9803369,0.001490357
Penyediaan Makan Minum,Penyediaan Akomodasi dan Makan Minum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,7298.474502,0.000137015
Informasi dan Komunikasi,Informasi dan Komunikasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,4612.842803,0.000216786
Jasa Perantara Keuangan,Jasa Keuangan dan Asuransi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,2204.333044,0.000453652
Asuransi dan Dana Pensiun,Jasa Keuangan dan Asuransi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,370.990807,0.002695485
Jasa Keuangan Lainnya,Jasa Keuangan dan Asuransi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,402.3440949,0.002485435
Jasa Penunjang Keuangan,Jasa Keuangan dan Asuransi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,8.055960466,0.124131692
Real Estate,Real Estat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,1729.819795,0.000578095
Jasa Perusahaan,Jasa Perusahaan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,392.1785824,0.002549859
Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,643,7821.336786,0,0,0,13,1484,13,55,0,0,364,167,8,0,7868.613323,0,148,0,67,0,0,0,18651.95011,2926.335541,0.000341724
Jasa Pendidikan,Jasa Pendidikan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,7235.669101,0.000138204
Jasa Kesehatan dan Kegiatan Sosial,Jasa Kesehatan dan Kegiatan Sosial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,2732.608841,0.000365951
Jasa lainnya,Jasa lainnya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868.613323,0,0,0,0,0,0,0,7868.613323,3715.945137,0.000269111
Lainnya,Jasa lainnya,12026,146146.1092,0,0,0,911.6666667,151620,7051,6639,0,0,95846,43399,45236,32879,16886.24044,0,9416,32,22226.66667,0,0,0,590314.6829,0.047601673,21.00766512
